colt_TripID,our_Trip_ID,President,Destination_Country,Start_Date,discrepancias
1473-ARG-CHE-36553,84,Fernando de la Rúa,Switzerland,2000-01-27,TripStartDate: nuestra fecha=2000-01-27 vs COLT=2000-01-28 (dif. 1d) | TripEndDate: nuestra fecha=2000-01-30 vs COLT=2000-02-02 (dif. 3d)
1473-ARG-DEU-36681,85,Fernando de la Rúa,Germany,2000-06-02,TripStartDate: nuestra fecha=2000-06-02 vs COLT=2000-06-04 (dif. 2d) | TripEndDate: nuestra fecha=2000-06-03 vs COLT=2000-06-05 (dif. 2d)
1473-ARG-BRA-36770,88,Fernando de la Rúa,Brazil,2000-08-31,TripStartDate: nuestra fecha=2000-08-31 vs COLT=2000-09-01 (dif. 1d) | TripEndDate: nuestra fecha=2000-09-01 vs COLT=2000-09-02 (dif. 1d)
1473-ARG-USA-36775,89,Fernando de la Rúa,United States,2000-09-06,TripEndDate: nuestra fecha=2000-09-08 vs COLT=2000-09-07 (dif. 1d)
1473-ARG-PAN-36847,93,Fernando de la Rúa,Panama,2000-11-17,MetNonhostHOGS: nuestra investigacion=Yes vs COLT=No
1473-ARG-CAN-37001,100,Fernando de la Rúa,Canada,2001-04-20,TripEndDate: nuestra fecha=2001-04-22 vs COLT=2001-04-21 (dif. 1d)
1473-ARG-PRY-37064,101,Fernando de la Rúa,Paraguay,2001-06-21,TripStartDate: nuestra fecha=2001-06-21 vs COLT=2001-06-22 (dif. 1d)
1473-ARG-BRA-37103,102,Fernando de la Rúa,Brazil,2001-07-31,MetHostHoGS: nuestra investigacion=Yes vs COLT=No | TripEndDate: nuestra fecha=2001-08-01 vs COLT=2001-07-31 (dif. 1d)
1473-ARG-USA-37205,105,Fernando de la Rúa,United States,2001-11-09,TripStartDate: nuestra fecha=2001-11-09 vs COLT=2001-11-10 (dif. 1d) | TripEndDate: nuestra fecha=2001-11-11 vs COLT=2001-11-13 (dif. 2d)
1473-ARG-PER-37217,106,Fernando de la Rúa,Peru,2001-11-23,TripStartDate: nuestra fecha=2001-11-23 vs COLT=2001-11-22 (dif. 1d) | TripEndDate: nuestra fecha=2001-11-24 vs COLT=2001-11-23 (dif. 1d)
1689-ARG-MEX-37335,107,Eduardo Duhalde,Mexico,2002-03-21,TripStartDate: nuestra fecha=2002-03-21 vs COLT=2002-03-20 (dif. 1d)
1689-ARG-CRI-37358,108,Eduardo Duhalde,Costa Rica,2002-04-11,TripStartDate: nuestra fecha=2002-04-11 vs COLT=2002-04-12 (dif. 1d) | TripEndDate: nuestra fecha=2002-04-12 vs COLT=2002-04-13 (dif. 1d)
1689-ARG-BRA-37524,113,Eduardo Duhalde,Brazil,2002-09-26,TripStartDate: nuestra fecha=2002-09-26 vs COLT=2002-09-25 (dif. 1d)
1689-ARG-CHL-37558,114,Eduardo Duhalde,Chile,2002-10-29,TripEndDate: nuestra fecha=2002-10-29 vs COLT=2002-10-30 (dif. 1d)
1689-ARG-BRA-37596,116,Eduardo Duhalde,Brazil,2002-12-05,TripStartDate: nuestra fecha=2002-12-05 vs COLT=2002-12-06 (dif. 1d) | TripEndDate: nuestra fecha=2002-12-06 vs COLT=2002-12-07 (dif. 1d)
1689-ARG-BRA-37635,118,Eduardo Duhalde,Brazil,2003-01-14,TripEndDate: nuestra fecha=2003-01-14 vs COLT=2003-01-15 (dif. 1d)
1689-ARG-CHL-37734,123,Eduardo Duhalde,Chile,2003-04-23,TripEndDate: nuestra fecha=2003-04-23 vs COLT=2003-04-25 (dif. 2d)
1826-ARG-BRA-37786,124,Néstor Kirchner,Brazil,2003-06-11,TripStartDate: nuestra fecha=2003-06-11 vs COLT=2003-06-14 (dif. 3d) | TripEndDate: nuestra fecha=2003-06-11 vs COLT=2003-06-15 (dif. 4d)
1826-ARG-PRY-37790,125,Néstor Kirchner,Paraguay,2003-06-17,TripStartDate: nuestra fecha=2003-06-17 vs COLT=2003-06-18 (dif. 1d) | TripEndDate: nuestra fecha=2003-06-18 vs COLT=2003-06-19 (dif. 1d)
1826-ARG-GBR-37812,127,Néstor Kirchner,United Kingdom,2003-07-13,TripStartDate: nuestra fecha=2003-07-13 vs COLT=2003-07-10 (dif. 3d)
1826-ARG-USA-37824,128,Néstor Kirchner,United States,2003-07-23,TripStartDate: nuestra fecha=2003-07-23 vs COLT=2003-07-22 (dif. 1d)
1826-ARG-USA-37886,129,Néstor Kirchner,United States,2003-09-25,TripStartDate: nuestra fecha=2003-09-25 vs COLT=2003-09-22 (dif. 3d)
1826-ARG-MEX-37998,131,Néstor Kirchner,Mexico,2004-01-12,TripEndDate: nuestra fecha=2004-01-13 vs COLT=2004-01-14 (dif. 1d)
1826-ARG-ESP-38013,132,Néstor Kirchner,Spain,2004-01-26,TripStartDate: nuestra fecha=2004-01-26 vs COLT=2004-01-27 (dif. 1d) | TripEndDate: nuestra fecha=2004-01-30 vs COLT=2004-01-28 (dif. 2d)
1826-ARG-BRA-38062,134,Néstor Kirchner,Brazil,2004-03-15,TripStartDate: nuestra fecha=2004-03-15 vs COLT=2004-03-16 (dif. 1d)
1826-ARG-USA-38111,135,Néstor Kirchner,United States,2004-05-04,TripEndDate: nuestra fecha=2004-05-06 vs COLT=2004-05-05 (dif. 1d)
1826-ARG-CHN-38166,136,Néstor Kirchner,China,2004-06-28,TripEndDate: nuestra fecha=2004-07-03 vs COLT=2004-07-02 (dif. 1d)
1826-ARG-BOL-38274,140,Néstor Kirchner,Bolivia,2004-10-14,TripEndDate: nuestra fecha=2004-10-14 vs COLT=2004-10-15 (dif. 1d)
1826-ARG-BRA-38338,142,Néstor Kirchner,Brazil,2004-12-16,TripStartDate: nuestra fecha=2004-12-16 vs COLT=2004-12-17 (dif. 1d) | TripEndDate: nuestra fecha=2004-12-17 vs COLT=2004-12-18 (dif. 1d)
1826-ARG-URY-38412,144,Néstor Kirchner,Uruguay,2005-03-01,TripEndDate: nuestra fecha=2005-03-01 vs COLT=2005-03-02 (dif. 1d)
1826-ARG-BRA-38481,148,Néstor Kirchner,Brazil,2005-05-10,TripStartDate: nuestra fecha=2005-05-10 vs COLT=2005-05-09 (dif. 1d) | TripEndDate: nuestra fecha=2005-05-11 vs COLT=2005-05-10 (dif. 1d)
1826-ARG-USA-38608,150,Néstor Kirchner,United States,2005-09-14,TripStartDate: nuestra fecha=2005-09-14 vs COLT=2005-09-13 (dif. 1d) | TripEndDate: nuestra fecha=2005-09-15 vs COLT=2005-09-16 (dif. 1d)
1826-ARG-ESP-38638,151,Néstor Kirchner,Spain,2005-10-14,TripStartDate: nuestra fecha=2005-10-14 vs COLT=2005-10-13 (dif. 1d)
1826-ARG-VEN-38677,152,Néstor Kirchner,Venezuela,2005-11-21,TripEndDate: nuestra fecha=2005-11-21 vs COLT=2005-11-22 (dif. 1d)
1826-ARG-BRA-39101,165,Néstor Kirchner,Brazil,2007-01-18,TripStartDate: nuestra fecha=2007-01-18 vs COLT=2007-01-19 (dif. 1d) | TripEndDate: nuestra fecha=2007-01-19 vs COLT=2007-01-20 (dif. 1d)
1826-ARG-PRY-39260,168,Néstor Kirchner,Paraguay,2007-06-28,TripStartDate: nuestra fecha=2007-06-28 vs COLT=2007-06-27 (dif. 1d) | TripEndDate: nuestra fecha=2007-06-29 vs COLT=2007-06-28 (dif. 1d)
1826-ARG-BOL-39302,170,Néstor Kirchner,Bolivia,2007-08-10,TripStartDate: nuestra fecha=2007-08-10 vs COLT=2007-08-08 (dif. 2d)
1826-ARG-USA-39349,171,Néstor Kirchner,United States,2007-09-25,TripStartDate: nuestra fecha=2007-09-25 vs COLT=2007-09-24 (dif. 1d) | TripEndDate: nuestra fecha=2007-09-25 vs COLT=2007-09-26 (dif. 1d)
2320-ARG-URY-39433,173,Cristina Fernández de Kirchner,Uruguay,2007-12-18,TripStartDate: nuestra fecha=2007-12-18 vs COLT=2007-12-17 (dif. 1d)
2320-ARG-VEN-39513,176,Cristina Fernández de Kirchner,Venezuela,2008-03-06,MetNonhostHOGS: nuestra investigacion=No vs COLT=Yes
2320-ARG-DOM-39514,177,Cristina Fernández de Kirchner,Dominican Republic,2008-03-07,TripEndDate: nuestra fecha=2008-03-07 vs COLT=2008-03-09 (dif. 2d)
2320-ARG-PER-39584,179,Cristina Fernández de Kirchner,Peru,2008-05-16,TripEndDate: nuestra fecha=2008-05-17 vs COLT=2008-05-18 (dif. 1d)
2320-ARG-ITA-39601,182,Cristina Fernández de Kirchner,Italy,2008-06-03,TripStartDate: nuestra fecha=2008-06-03 vs COLT=2008-06-02 (dif. 1d)
2320-ARG-PRY-39674,183,Cristina Fernández de Kirchner,Paraguay,2008-08-15,TripStartDate: nuestra fecha=2008-08-15 vs COLT=2008-08-14 (dif. 1d)
2320-ARG-BRA-39697,184,Cristina Fernández de Kirchner,Brazil,2008-09-07,TripStartDate: nuestra fecha=2008-09-07 vs COLT=2008-09-06 (dif. 1d)
2320-ARG-USA-39714,186,Cristina Fernández de Kirchner,United States,2008-09-23,TripEndDate: nuestra fecha=2008-09-23 vs COLT=2008-09-25 (dif. 2d)
2320-ARG-TUN-39769,190,Cristina Fernández de Kirchner,Tunisia,2008-11-18,TripStartDate: nuestra fecha=2008-11-18 vs COLT=2008-11-17 (dif. 1d)
2320-ARG-EGY-39771,191,Cristina Fernández de Kirchner,Egypt,2008-11-20,TripStartDate: nuestra fecha=2008-11-20 vs COLT=2008-11-19 (dif. 1d) | TripEndDate: nuestra fecha=2008-11-21 vs COLT=2008-11-20 (dif. 1d)
2320-ARG-LBY-39772,192,Cristina Fernández de Kirchner,Libya,2008-11-21,TripStartDate: nuestra fecha=2008-11-21 vs COLT=2008-11-20 (dif. 1d)
2320-ARG-ESP-39853,198,Cristina Fernández de Kirchner,Spain,2009-02-07,TripStartDate: nuestra fecha=2009-02-07 vs COLT=2009-02-09 (dif. 2d) | TripEndDate: nuestra fecha=2009-02-10 vs COLT=2009-02-11 (dif. 1d)
2320-ARG-BRA-39892,199,Cristina Fernández de Kirchner,Brazil,2009-03-19,TripStartDate: nuestra fecha=2009-03-19 vs COLT=2009-03-20 (dif. 1d)
2320-ARG-GBR-39904,202,Cristina Fernández de Kirchner,United Kingdom,2009-04-01,TripEndDate: nuestra fecha=2009-04-02 vs COLT=2009-04-03 (dif. 1d)
2320-ARG-CHE-39979,204,Cristina Fernández de Kirchner,Switzerland,2009-06-14,TripStartDate: nuestra fecha=2009-06-14 vs COLT=2009-06-15 (dif. 1d) | TripEndDate: nuestra fecha=2009-06-14 vs COLT=2009-06-16 (dif. 2d)
2320-ARG-SLV-39999,205,Cristina Fernández de Kirchner,El Salvador,2009-07-05,MetNonhostHOGS: nuestra investigacion=No vs COLT=Yes | TripEndDate: nuestra fecha=2009-07-06 vs COLT=2009-07-05 (dif. 1d)
2320-ARG-PRY-40017,206,Cristina Fernández de Kirchner,Paraguay,2009-07-23,TripEndDate: nuestra fecha=2009-07-24 vs COLT=2009-07-25 (dif. 1d)
2320-ARG-VEN-40036,208,Cristina Fernández de Kirchner,Venezuela,2009-08-11,TripEndDate: nuestra fecha=2009-08-11 vs COLT=2009-08-12 (dif. 1d)
2320-ARG-USA-40077,209,Cristina Fernández de Kirchner,United States,2009-09-23,TripStartDate: nuestra fecha=2009-09-23 vs COLT=2009-09-21 (dif. 2d) | TripEndDate: nuestra fecha=2009-09-23 vs COLT=2009-09-25 (dif. 2d)
2320-ARG-USA-40077,210,Cristina Fernández de Kirchner,United States,2009-09-24,TripStartDate: nuestra fecha=2009-09-24 vs COLT=2009-09-21 (dif. 3d)
2320-ARG-IND-40099,212,Cristina Fernández de Kirchner,India,2009-10-13,TripEndDate: nuestra fecha=2009-10-14 vs COLT=2009-10-15 (dif. 1d)
2320-ARG-PRT-40147,215,Cristina Fernández de Kirchner,Portugal,2009-11-29,TripStartDate: nuestra fecha=2009-11-29 vs COLT=2009-11-30 (dif. 1d)
2320-ARG-URY-40156,216,Cristina Fernández de Kirchner,Uruguay,2009-12-08,TripStartDate: nuestra fecha=2009-12-08 vs COLT=2009-12-09 (dif. 1d) | TripEndDate: nuestra fecha=2009-12-08 vs COLT=2009-12-10 (dif. 2d)
2320-ARG-URY-40238,219,Cristina Fernández de Kirchner,Uruguay,2010-03-01,TripEndDate: nuestra fecha=2010-03-01 vs COLT=2010-03-02 (dif. 1d)
2320-ARG-PER-40259,221,Cristina Fernández de Kirchner,Peru,2010-03-21,TripStartDate: nuestra fecha=2010-03-21 vs COLT=2010-03-22 (dif. 1d)
2320-ARG-BOL-40263,222,Cristina Fernández de Kirchner,Bolivia,2010-03-26,TripEndDate: nuestra fecha=2010-03-26 vs COLT=2010-03-27 (dif. 1d)
2320-ARG-USA-40278,223,Cristina Fernández de Kirchner,United States,2010-04-12,TripStartDate: nuestra fecha=2010-04-12 vs COLT=2010-04-10 (dif. 2d)
2320-ARG-VEN-40287,224,Cristina Fernández de Kirchner,Venezuela,2010-04-18,TripStartDate: nuestra fecha=2010-04-18 vs COLT=2010-04-19 (dif. 1d)
2320-ARG-ESP-40315,225,Cristina Fernández de Kirchner,Spain,2010-05-17,TripEndDate: nuestra fecha=2010-05-18 vs COLT=2010-05-19 (dif. 1d)
2320-ARG-BRA-40325,226,Cristina Fernández de Kirchner,Brazil,2010-05-27,TripEndDate: nuestra fecha=2010-05-29 vs COLT=2010-05-28 (dif. 1d)
2320-ARG-CAN-40354,228,Cristina Fernández de Kirchner,Canada,2010-06-26,TripStartDate: nuestra fecha=2010-06-26 vs COLT=2010-06-25 (dif. 1d) | TripEndDate: nuestra fecha=2010-06-27 vs COLT=2010-06-28 (dif. 1d)
2320-ARG-CHN-40370,229,Cristina Fernández de Kirchner,China,2010-07-12,TripStartDate: nuestra fecha=2010-07-12 vs COLT=2010-07-11 (dif. 1d)
2320-ARG-USA-40443,230,Cristina Fernández de Kirchner,United States,2010-09-24,TripStartDate: nuestra fecha=2010-09-24 vs COLT=2010-09-22 (dif. 2d)
2320-ARG-BRA-40529,234,Cristina Fernández de Kirchner,Brazil,2010-12-17,TripEndDate: nuestra fecha=2010-12-17 vs COLT=2010-12-18 (dif. 1d)
2320-ARG-QAT-40562,236,Cristina Fernández de Kirchner,Qatar,2011-01-18,TripStartDate: nuestra fecha=2011-01-18 vs COLT=2011-01-19 (dif. 1d) | TripEndDate: nuestra fecha=2011-01-19 vs COLT=2011-01-20 (dif. 1d)
2320-ARG-ITA-40695,241,Cristina Fernández de Kirchner,Italy,2011-05-31,TripStartDate: nuestra fecha=2011-05-31 vs COLT=2011-06-01 (dif. 1d) | TripEndDate: nuestra fecha=2011-06-02 vs COLT=2011-06-03 (dif. 1d)
2320-ARG-PER-40752,242,Cristina Fernández de Kirchner,Peru,2011-07-28,MetHostHoGS: nuestra investigacion=Yes vs COLT=No | MetNonhostHOGS: nuestra investigacion=No vs COLT=Yes
2320-ARG-FRA-40799,245,Cristina Fernández de Kirchner,France,2011-09-12,TripStartDate: nuestra fecha=2011-09-12 vs COLT=2011-09-13 (dif. 1d)
2320-ARG-USA-40807,246,Cristina Fernández de Kirchner,United States,2011-09-21,TripEndDate: nuestra fecha=2011-09-21 vs COLT=2011-09-22 (dif. 1d)
2320-ARG-VEN-40878,248,Cristina Fernández de Kirchner,Venezuela,2011-12-02,TripStartDate: nuestra fecha=2011-12-02 vs COLT=2011-12-01 (dif. 1d) | TripEndDate: nuestra fecha=2011-12-03 vs COLT=2011-12-02 (dif. 1d)
2320-ARG-AGO-41047,251,Cristina Fernández de Kirchner,Angola,2012-05-16,TripStartDate: nuestra fecha=2012-05-16 vs COLT=2012-05-18 (dif. 2d) | TripEndDate: nuestra fecha=2012-05-18 vs COLT=2012-05-19 (dif. 1d)
2320-ARG-USA-41176,256,Cristina Fernández de Kirchner,United States,2012-09-24,TripEndDate: nuestra fecha=2012-09-25 vs COLT=2012-09-26 (dif. 1d)
2320-ARG-PER-41183,257,Cristina Fernández de Kirchner,Peru,2012-10-01,MetNonhostHOGS: nuestra investigacion=No vs COLT=Yes | TripEndDate: nuestra fecha=2012-10-02 vs COLT=2012-10-03 (dif. 1d)
2320-ARG-BRA-41250,258,Cristina Fernández de Kirchner,Brazil,2012-12-06,TripStartDate: nuestra fecha=2012-12-06 vs COLT=2012-12-07 (dif. 1d) | TripEndDate: nuestra fecha=2012-12-07 vs COLT=2012-12-08 (dif. 1d)
2320-ARG-ARE-41288,260,Cristina Fernández de Kirchner,United Arab Emirates,2013-01-13,TripStartDate: nuestra fecha=2013-01-13 vs COLT=2013-01-14 (dif. 1d)
2320-ARG-CHL-41301,263,Cristina Fernández de Kirchner,Chile,2013-01-26,TripStartDate: nuestra fecha=2013-01-26 vs COLT=2013-01-27 (dif. 1d) | TripEndDate: nuestra fecha=2013-01-27 vs COLT=2013-01-28 (dif. 1d)
2320-ARG-VEN-41339,264,Cristina Fernández de Kirchner,Venezuela,2013-03-06,TripEndDate: nuestra fecha=2013-03-07 vs COLT=2013-03-06 (dif. 1d)
2320-ARG-PER-41382,266,Cristina Fernández de Kirchner,Peru,2013-04-18,TripEndDate: nuestra fecha=2013-04-18 vs COLT=2013-04-19 (dif. 1d)
2320-ARG-BOL-41459,268,Cristina Fernández de Kirchner,Bolivia,2013-07-04,TripEndDate: nuestra fecha=2013-07-04 vs COLT=2013-07-05 (dif. 1d)
2320-ARG-URY-41466,269,Cristina Fernández de Kirchner,Uruguay,2013-07-12,TripStartDate: nuestra fecha=2013-07-12 vs COLT=2013-07-11 (dif. 1d)
2320-ARG-BRA-41483,271,Cristina Fernández de Kirchner,Brazil,2013-07-27,TripStartDate: nuestra fecha=2013-07-27 vs COLT=2013-07-28 (dif. 1d)
2320-ARG-USA-41492,272,Cristina Fernández de Kirchner,United States,2013-08-05,TripStartDate: nuestra fecha=2013-08-05 vs COLT=2013-08-06 (dif. 1d) | TripEndDate: nuestra fecha=2013-08-06 vs COLT=2013-08-07 (dif. 1d)
2320-ARG-PRY-41500,273,Cristina Fernández de Kirchner,Paraguay,2013-08-15,MetHostHoGS: nuestra investigacion=Yes vs COLT=No | TripStartDate: nuestra fecha=2013-08-15 vs COLT=2013-08-14 (dif. 1d)
2320-ARG-RUS-41521,275,Cristina Fernández de Kirchner,Russia,2013-09-05,TripStartDate: nuestra fecha=2013-09-05 vs COLT=2013-09-04 (dif. 1d)
2320-ARG-USA-41541,276,Cristina Fernández de Kirchner,United States,2013-09-24,TripEndDate: nuestra fecha=2013-09-24 vs COLT=2013-09-25 (dif. 1d)
2320-ARG-CHL-41708,278,Cristina Fernández de Kirchner,Chile,2014-03-10,TripEndDate: nuestra fecha=2014-03-10 vs COLT=2014-03-11 (dif. 1d)
2320-ARG-FRA-41717,280,Cristina Fernández de Kirchner,France,2014-03-18,TripStartDate: nuestra fecha=2014-03-18 vs COLT=2014-03-19 (dif. 1d) | TripEndDate: nuestra fecha=2014-03-20 vs COLT=2014-03-21 (dif. 1d)
2320-ARG-BRA-41836,282,Cristina Fernández de Kirchner,Brazil,2014-07-15,TripStartDate: nuestra fecha=2014-07-15 vs COLT=2014-07-16 (dif. 1d) | TripEndDate: nuestra fecha=2014-07-16 vs COLT=2014-07-17 (dif. 1d)
2320-ARG-VEN-41849,283,Cristina Fernández de Kirchner,Venezuela,2014-07-29,TripEndDate: nuestra fecha=2014-07-29 vs COLT=2014-07-30 (dif. 1d)
2320-ARG-PRY-41864,284,Cristina Fernández de Kirchner,Paraguay,2014-08-13,TripEndDate: nuestra fecha=2014-08-13 vs COLT=2014-08-14 (dif. 1d)
2320-ARG-USA-41905,286,Cristina Fernández de Kirchner,United States,2014-09-24,TripStartDate: nuestra fecha=2014-09-24 vs COLT=2014-09-23 (dif. 1d)
2320-ARG-ECU-41977,287,Cristina Fernández de Kirchner,Ecuador,2014-12-04,MetNonhostHOGS: nuestra investigacion=Yes vs COLT=No
2320-ARG-CHN-42038,288,Cristina Fernández de Kirchner,China,2015-02-02,TripStartDate: nuestra fecha=2015-02-02 vs COLT=2015-02-03 (dif. 1d) | TripEndDate: nuestra fecha=2015-02-05 vs COLT=2015-02-06 (dif. 1d)
2320-ARG-RUS-42114,290,Cristina Fernández de Kirchner,Russia,2015-04-22,TripStartDate: nuestra fecha=2015-04-22 vs COLT=2015-04-20 (dif. 2d) | TripEndDate: nuestra fecha=2015-04-23 vs COLT=2015-04-24 (dif. 1d)
2320-ARG-ITA-42162,292,Cristina Fernández de Kirchner,Italy,2015-06-08,TripStartDate: nuestra fecha=2015-06-08 vs COLT=2015-06-07 (dif. 1d) | TripEndDate: nuestra fecha=2015-06-09 vs COLT=2015-06-08 (dif. 1d)
2320-ARG-PRY-42197,293,Cristina Fernández de Kirchner,Paraguay,2015-07-12,TripEndDate: nuestra fecha=2015-07-12 vs COLT=2015-07-13 (dif. 1d)
2320-ARG-BRA-42202,294,Cristina Fernández de Kirchner,Brazil,2015-07-16,TripStartDate: nuestra fecha=2015-07-16 vs COLT=2015-07-17 (dif. 1d)
2320-ARG-CUB-42267,295,Cristina Fernández de Kirchner,Cuba,2015-09-19,TripStartDate: nuestra fecha=2015-09-19 vs COLT=2015-09-20 (dif. 1d) | TripEndDate: nuestra fecha=2015-09-20 vs COLT=2015-09-21 (dif. 1d)
2320-ARG-USA-42275,296,Cristina Fernández de Kirchner,United States,2015-09-27,TripStartDate: nuestra fecha=2015-09-27 vs COLT=2015-09-28 (dif. 1d) | TripEndDate: nuestra fecha=2015-09-28 vs COLT=2015-09-29 (dif. 1d)
3169-ARG-ITA-42427,301,Mauricio Macri,Italy,2016-02-27,TripEndDate: nuestra fecha=2016-02-27 vs COLT=2016-02-28 (dif. 1d)
3169-ARG-COL-42535,303,Mauricio Macri,Colombia,2016-06-15,TripStartDate: nuestra fecha=2016-06-15 vs COLT=2016-06-14 (dif. 1d)
3169-ARG-COL-42535,304,Mauricio Macri,Colombia,2016-06-17,TripStartDate: nuestra fecha=2016-06-17 vs COLT=2016-06-14 (dif. 3d) | TripEndDate: nuestra fecha=2016-06-17 vs COLT=2016-06-16 (dif. 1d)
3169-ARG-BRA-42586,311,Mauricio Macri,Brazil,2016-08-05,TripStartDate: nuestra fecha=2016-08-05 vs COLT=2016-08-04 (dif. 1d) | TripEndDate: nuestra fecha=2016-08-05 vs COLT=2016-08-06 (dif. 1d)
3169-ARG-QAT-42616,312,Mauricio Macri,Qatar,2016-09-01,TripStartDate: nuestra fecha=2016-09-01 vs COLT=2016-09-03 (dif. 2d) | TripEndDate: nuestra fecha=2016-09-01 vs COLT=2016-09-03 (dif. 2d)
3169-ARG-COL-42640,315,Mauricio Macri,Colombia,2016-09-26,TripStartDate: nuestra fecha=2016-09-26 vs COLT=2016-09-27 (dif. 1d) | TripEndDate: nuestra fecha=2016-09-26 vs COLT=2016-09-27 (dif. 1d)
3169-ARG-BRA-42773,317,Mauricio Macri,Brazil,2017-02-07,TripEndDate: nuestra fecha=2017-02-07 vs COLT=2017-02-08 (dif. 1d)
3169-ARG-ESP-42790,318,Mauricio Macri,Spain,2017-02-20,TripStartDate: nuestra fecha=2017-02-20 vs COLT=2017-02-24 (dif. 4d)
3169-ARG-PRY-42810,319,Mauricio Macri,Paraguay,2017-03-16,TripEndDate: nuestra fecha=2017-03-16 vs COLT=2017-03-17 (dif. 1d)
3169-ARG-NLD-42822,320,Mauricio Macri,Netherlands,2017-03-27,TripStartDate: nuestra fecha=2017-03-27 vs COLT=2017-03-28 (dif. 1d) | TripEndDate: nuestra fecha=2017-03-28 vs COLT=2017-03-29 (dif. 1d)
3169-ARG-JPN-42874,324,Mauricio Macri,Japan,2017-05-18,TripStartDate: nuestra fecha=2017-05-18 vs COLT=2017-05-19 (dif. 1d) | TripEndDate: nuestra fecha=2017-05-19 vs COLT=2017-05-21 (dif. 2d)
3169-ARG-CHE-43125,330,Mauricio Macri,Switzerland,2018-01-24,TripStartDate: nuestra fecha=2018-01-24 vs COLT=2018-01-25 (dif. 1d) | TripEndDate: nuestra fecha=2018-01-25 vs COLT=2018-01-26 (dif. 1d)
3169-ARG-CAN-43259,334,Mauricio Macri,Canada,2018-06-08,TripEndDate: nuestra fecha=2018-06-10 vs COLT=2018-06-09 (dif. 1d)
3169-ARG-USA-43367,338,Mauricio Macri,United States,2018-09-24,TripEndDate: nuestra fecha=2018-09-25 vs COLT=2018-09-26 (dif. 1d)
3169-ARG-IDN-43641,348,Mauricio Macri,Indonesia,2019-06-26,TripStartDate: nuestra fecha=2019-06-26 vs COLT=2019-06-25 (dif. 1d)
3169-ARG-JPN-43642,349,Mauricio Macri,Japan,2019-06-27,TripStartDate: nuestra fecha=2019-06-27 vs COLT=2019-06-26 (dif. 1d)
3169-ARG-CHE-43645,350,Mauricio Macri,Switzerland,2019-06-30,TripStartDate: nuestra fecha=2019-06-30 vs COLT=2019-06-29 (dif. 1d)
3169-ARG-CHE-43802,354,Mauricio Macri,Switzerland,2019-12-03,TripEndDate: nuestra fecha=2019-12-03 vs COLT=2019-12-04 (dif. 1d)
3169-ARG-BRA-43803,355,Mauricio Macri,Brazil,2019-12-05,TripStartDate: nuestra fecha=2019-12-05 vs COLT=2019-12-04 (dif. 1d)
3670-ARG-ISR-43852,356,Alberto Fernández,Israel,2020-01-22,TripEndDate: nuestra fecha=2020-01-23 vs COLT=2020-01-25 (dif. 2d)
3670-ARG-ITA-43861,358,Alberto Fernández,Italy,2020-01-31,TripEndDate: nuestra fecha=2020-01-31 vs COLT=2020-02-01 (dif. 1d)
3670-ARG-DEU-43863,359,Alberto Fernández,Germany,2020-02-03,TripStartDate: nuestra fecha=2020-02-03 vs COLT=2020-02-02 (dif. 1d)
3670-ARG-ESP-43864,360,Alberto Fernández,Spain,2020-02-04,TripStartDate: nuestra fecha=2020-02-04 vs COLT=2020-02-03 (dif. 1d)
3670-ARG-CHL-44222,364,Alberto Fernández,Chile,2021-01-26,TripEndDate: nuestra fecha=2021-01-27 vs COLT=2021-01-28 (dif. 1d)
3670-ARG-PRT-44325,366,Alberto Fernández,Portugal,2021-05-09,TripEndDate: nuestra fecha=2021-05-10 vs COLT=2021-05-09 (dif. 1d)
3670-ARG-ESP-44325,367,Alberto Fernández,Spain,2021-05-10,TripStartDate: nuestra fecha=2021-05-10 vs COLT=2021-05-09 (dif. 1d)
3670-ARG-FRA-44327,368,Alberto Fernández,France,2021-05-11,TripEndDate: nuestra fecha=2021-05-12 vs COLT=2021-05-13 (dif. 1d)
3670-ARG-ITA-44329,369,Alberto Fernández,Italy,2021-05-13,TripEndDate: nuestra fecha=2021-05-14 vs COLT=2021-05-15 (dif. 1d)
3670-ARG-GBR-44501,372,Alberto Fernández,United Kingdom,2021-10-31,TripStartDate: nuestra fecha=2021-10-31 vs COLT=2021-11-01 (dif. 1d) | TripEndDate: nuestra fecha=2021-11-02 vs COLT=2021-11-04 (dif. 2d)
3670-ARG-RUS-44595,373,Alberto Fernández,Russia,2022-02-03,TripEndDate: nuestra fecha=2022-02-03 vs COLT=2022-02-04 (dif. 1d)
3670-ARG-CHN-44596,374,Alberto Fernández,China,2022-02-04,TripEndDate: nuestra fecha=2022-02-06 vs COLT=2022-02-07 (dif. 1d)
3670-ARG-BRB-44599,375,Alberto Fernández,Barbados,2022-02-08,TripStartDate: nuestra fecha=2022-02-08 vs COLT=2022-02-07 (dif. 1d) | TripEndDate: nuestra fecha=2022-02-08 vs COLT=2022-02-09 (dif. 1d)
3670-ARG-ESP-44690,379,Alberto Fernández,Spain,2022-05-10,TripStartDate: nuestra fecha=2022-05-10 vs COLT=2022-05-09 (dif. 1d) | TripEndDate: nuestra fecha=2022-05-10 vs COLT=2022-05-11 (dif. 1d)
3670-ARG-DEU-44692,380,Alberto Fernández,Germany,2022-05-11,TripEndDate: nuestra fecha=2022-05-11 vs COLT=2022-05-13 (dif. 2d)
