colt_TripID,our_Trip_ID,President,Destination_Country,Start_Date,discrepancias
3224-BRA-RUS-42906,658,Michel Temer,Russia,2017-06-20,TripEndDate: nuestra fecha=2017-06-21 vs COLT=2017-06-22 (dif. 1d)
3224-BRA-NOR-42908,659,Michel Temer,Norway,2017-06-22,TripEndDate: nuestra fecha=2017-06-23 vs COLT=2017-06-24 (dif. 1d)
3224-BRA-CHE-43123,663,Michel Temer,Switzerland,2018-01-24,TripStartDate: nuestra fecha=2018-01-24 vs COLT=2018-01-23 (dif. 1d)
3224-BRA-ZAF-43306,665,Michel Temer,South Africa,2018-07-26,TripStartDate: nuestra fecha=2018-07-26 vs COLT=2018-07-25 (dif. 1d) | TripEndDate: nuestra fecha=2018-07-27 vs COLT=2018-07-26 (dif. 1d)
3224-BRA-USA-43367,667,Michel Temer,United States,2018-09-25,TripStartDate: nuestra fecha=2018-09-25 vs COLT=2018-09-24 (dif. 1d) | TripEndDate: nuestra fecha=2018-09-25 vs COLT=2018-09-28 (dif. 3d)
3224-BRA-ARG-43434,668,Michel Temer,Argentina,2018-11-30,TripEndDate: nuestra fecha=2018-12-01 vs COLT=2018-12-02 (dif. 1d)
3224-BRA-URY-43452,669,Michel Temer,Uruguay,2018-12-18,TripEndDate: nuestra fecha=2018-12-18 vs COLT=2018-12-20 (dif. 2d)
3531-BRA-CHE-43487,670,Jair Bolsonaro,Switzerland,2019-01-22,TripEndDate: nuestra fecha=2019-01-23 vs COLT=2019-01-25 (dif. 2d)
3531-BRA-USA-43542,671,Jair Bolsonaro,United States,2019-03-18,TripEndDate: nuestra fecha=2019-03-19 vs COLT=2019-03-20 (dif. 1d)
3531-BRA-CHL-43546,672,Jair Bolsonaro,Chile,2019-03-22,TripEndDate: nuestra fecha=2019-03-23 vs COLT=2019-03-24 (dif. 1d)
3531-BRA-ISR-43554,673,Jair Bolsonaro,Israel,2019-03-31,TripStartDate: nuestra fecha=2019-03-31 vs COLT=2019-03-30 (dif. 1d) | TripEndDate: nuestra fecha=2019-04-02 vs COLT=2019-03-31 (dif. 2d)
3531-BRA-ARG-43622,674,Jair Bolsonaro,Argentina,2019-06-06,TripEndDate: nuestra fecha=2019-06-06 vs COLT=2019-06-07 (dif. 1d)
3531-BRA-JPN-43643,675,Jair Bolsonaro,Japan,2019-06-28,TripStartDate: nuestra fecha=2019-06-28 vs COLT=2019-06-27 (dif. 1d) | TripEndDate: nuestra fecha=2019-06-29 vs COLT=2019-06-30 (dif. 1d)
3531-BRA-USA-43731,677,Jair Bolsonaro,United States,2019-09-24,TripStartDate: nuestra fecha=2019-09-24 vs COLT=2019-09-23 (dif. 1d) | TripEndDate: nuestra fecha=2019-09-24 vs COLT=2019-09-25 (dif. 1d)
3531-BRA-JPN-43759,678,Jair Bolsonaro,Japan,2019-10-22,TripStartDate: nuestra fecha=2019-10-22 vs COLT=2019-10-21 (dif. 1d)
3531-BRA-QAT-43766,681,Jair Bolsonaro,Qatar,2019-10-28,TripEndDate: nuestra fecha=2019-10-28 vs COLT=2019-10-29 (dif. 1d)
3531-BRA-SAU-43767,682,Jair Bolsonaro,Saudi Arabia,2019-10-29,TripEndDate: nuestra fecha=2019-10-30 vs COLT=2019-10-29 (dif. 1d)
3531-BRA-IND-43855,683,Jair Bolsonaro,India,2020-01-24,TripStartDate: nuestra fecha=2020-01-24 vs COLT=2020-01-25 (dif. 1d)
3531-BRA-URY-43891,684,Jair Bolsonaro,Uruguay,2020-03-01,TripEndDate: nuestra fecha=2020-03-01 vs COLT=2020-03-02 (dif. 1d)
3531-BRA-ECU-44339,686,Jair Bolsonaro,Ecuador,2021-05-24,TripStartDate: nuestra fecha=2021-05-24 vs COLT=2021-05-23 (dif. 1d)
3531-BRA-USA-44458,687,Jair Bolsonaro,United States,2021-09-19,TripEndDate: nuestra fecha=2021-09-21 vs COLT=2021-09-22 (dif. 1d)
3531-BRA-ITA-44498,688,Jair Bolsonaro,Italy,2021-10-29,TripEndDate: nuestra fecha=2021-11-01 vs COLT=2021-11-02 (dif. 1d)
3531-BRA-QAT-44517,691,Jair Bolsonaro,Qatar,2021-11-17,TripEndDate: nuestra fecha=2021-11-17 vs COLT=2021-11-18 (dif. 1d)
3531-BRA-RUS-44607,692,Jair Bolsonaro,Russia,2022-02-15,TripEndDate: nuestra fecha=2022-02-16 vs COLT=2022-02-17 (dif. 1d)
3531-BRA-USA-44719,694,Jair Bolsonaro,United States,2022-06-08,TripStartDate: nuestra fecha=2022-06-08 vs COLT=2022-06-07 (dif. 1d) | TripEndDate: nuestra fecha=2022-06-10 vs COLT=2022-06-11 (dif. 1d)
3531-BRA-GBR-44823,695,Jair Bolsonaro,United Kingdom,2022-09-18,TripStartDate: nuestra fecha=2022-09-18 vs COLT=2022-09-19 (dif. 1d)
3531-BRA-USA-44823,696,Jair Bolsonaro,United States,2022-09-20,TripStartDate: nuestra fecha=2022-09-20 vs COLT=2022-09-19 (dif. 1d) | TripEndDate: nuestra fecha=2022-09-20 vs COLT=2022-09-21 (dif. 1d)
3531-BRA-USA-44925,697,Jair Bolsonaro,United States,2022-12-30,TripEndDate: nuestra fecha=2023-01-01 vs COLT=2023-03-30 (dif. 88d)
1780-BRA-ARG-44948,699,Luiz Inácio Lula da Silva,Argentina,2023-01-23,TripStartDate: nuestra fecha=2023-01-23 vs COLT=2023-01-22 (dif. 1d) | TripEndDate: nuestra fecha=2023-01-24 vs COLT=2023-01-25 (dif. 1d)
3531-BRA-USA-44925,701,Luiz Inácio Lula da Silva,United States,2023-02-10,TripStartDate: nuestra fecha=2023-02-10 vs COLT=2022-12-30 (dif. 42d) | TripEndDate: nuestra fecha=2023-02-10 vs COLT=2023-03-30 (dif. 48d)
1780-BRA-CHN-45028,702,Luiz Inácio Lula da Silva,China,2023-04-12,TripEndDate: nuestra fecha=2023-04-15 vs COLT=2023-04-14 (dif. 1d)
1780-BRA-ARE-45031,703,Luiz Inácio Lula da Silva,United Arab Emirates,2023-04-15,TripEndDate: nuestra fecha=2023-04-16 vs COLT=2023-04-15 (dif. 1d)
1780-BRA-GBR-45051,706,Luiz Inácio Lula da Silva,United Kingdom,2023-05-05,TripEndDate: nuestra fecha=2023-05-07 vs COLT=2023-05-06 (dif. 1d)
1780-BRA-JPN-45064,707,Luiz Inácio Lula da Silva,Japan,2023-05-19,TripStartDate: nuestra fecha=2023-05-19 vs COLT=2023-05-18 (dif. 1d) | TripEndDate: nuestra fecha=2023-05-21 vs COLT=2023-05-22 (dif. 1d)
1780-BRA-FRA-45098,709,Luiz Inácio Lula da Silva,France,2023-06-22,TripStartDate: nuestra fecha=2023-06-22 vs COLT=2023-06-21 (dif. 1d) | TripEndDate: nuestra fecha=2023-06-23 vs COLT=2023-06-24 (dif. 1d)
1780-BRA-BEL-45123,710,Luiz Inácio Lula da Silva,Belgium,2023-07-17,TripStartDate: nuestra fecha=2023-07-17 vs COLT=2023-07-16 (dif. 1d) | TripEndDate: nuestra fecha=2023-07-18 vs COLT=2023-07-19 (dif. 1d)
1780-BRA-ZAF-45159,711,Luiz Inácio Lula da Silva,South Africa,2023-08-22,TripStartDate: nuestra fecha=2023-08-22 vs COLT=2023-08-21 (dif. 1d)
1780-BRA-IND-45176,712,Luiz Inácio Lula da Silva,India,2023-09-08,TripStartDate: nuestra fecha=2023-09-08 vs COLT=2023-09-07 (dif. 1d)
1780-BRA-USA-45186,714,Luiz Inácio Lula da Silva,United States,2023-09-18,TripStartDate: nuestra fecha=2023-09-18 vs COLT=2023-09-17 (dif. 1d) | TripEndDate: nuestra fecha=2023-09-21 vs COLT=2023-09-23 (dif. 2d)
1780-BRA-DEU-45263,717,Luiz Inácio Lula da Silva,Germany,2023-12-03,TripEndDate: nuestra fecha=2023-12-04 vs COLT=2023-12-05 (dif. 1d)
1780-BRA-ETH-45337,719,Luiz Inácio Lula da Silva,Ethiopia,2024-02-17,TripStartDate: nuestra fecha=2024-02-17 vs COLT=2024-02-15 (dif. 2d)
1780-BRA-GUY-45350,720,Luiz Inácio Lula da Silva,Guyana,2024-02-28,TripEndDate: nuestra fecha=2024-02-29 vs COLT=2024-02-28 (dif. 1d)
1780-BRA-VCT-45351,721,Luiz Inácio Lula da Silva,Saint Vincent and the Grenadines,2024-03-01,TripStartDate: nuestra fecha=2024-03-01 vs COLT=2024-02-29 (dif. 1d)
1780-BRA-CHL-45508,723,Luiz Inácio Lula da Silva,Chile,2024-08-05,TripStartDate: nuestra fecha=2024-08-05 vs COLT=2024-08-04 (dif. 1d)
1780-BRA-USA-45556,724,Luiz Inácio Lula da Silva,United States,2024-09-22,TripStartDate: nuestra fecha=2024-09-22 vs COLT=2024-09-21 (dif. 1d) | TripEndDate: nuestra fecha=2024-09-24 vs COLT=2024-09-29 (dif. 5d)
1780-BRA-URY-45716,726,Luiz Inácio Lula da Silva,Uruguay,2025-03-01,TripStartDate: nuestra fecha=2025-03-01 vs COLT=2025-02-28 (dif. 1d)
1780-BRA-HND-45755,729,Luiz Inácio Lula da Silva,Honduras,2025-04-09,TripStartDate: nuestra fecha=2025-04-09 vs COLT=2025-04-08 (dif. 1d)
1780-BRA-RUS-45783,730,Luiz Inácio Lula da Silva,Russia,2025-05-08,TripStartDate: nuestra fecha=2025-05-08 vs COLT=2025-05-06 (dif. 2d)
1780-BRA-CHN-45787,731,Luiz Inácio Lula da Silva,China,2025-05-12,TripStartDate: nuestra fecha=2025-05-12 vs COLT=2025-05-10 (dif. 2d)
1780-BRA-FRA-45811,732,Luiz Inácio Lula da Silva,France,2025-06-05,TripStartDate: nuestra fecha=2025-06-05 vs COLT=2025-06-03 (dif. 2d) | TripEndDate: nuestra fecha=2025-06-06 vs COLT=2025-06-09 (dif. 3d)
1780-BRA-USA-45922,733,Luiz Inácio Lula da Silva,United States,2025-09-23,TripStartDate: nuestra fecha=2025-09-23 vs COLT=2025-09-22 (dif. 1d) | TripEndDate: nuestra fecha=2025-09-24 vs COLT=2025-09-26 (dif. 2d)
1780-BRA-ZAF-45982,743,Luiz Inácio Lula da Silva,South Africa,2025-11-21,TripEndDate: nuestra fecha=2025-11-23 vs COLT=2025-11-24 (dif. 1d)
1780-BRA-USA-40077,750,Luiz Inácio Lula da Silva,United States,2009-09-24,TripStartDate: nuestra fecha=2009-09-24 vs COLT=2009-09-21 (dif. 3d)
1780-BRA-BOL-45481,751,Luiz Inácio Lula da Silva,Bolivia,2024-07-09,TripStartDate: nuestra fecha=2024-07-09 vs COLT=2024-07-08 (dif. 1d)
1780-BRA-PRY-39261,754,Luiz Inácio Lula da Silva,Paraguay,2007-06-27,TripStartDate: nuestra fecha=2007-06-27 vs COLT=2007-06-28 (dif. 1d) | TripEndDate: nuestra fecha=2007-06-27 vs COLT=2007-06-29 (dif. 2d)
1780-BRA-MEX-39299,755,Luiz Inácio Lula da Silva,Mexico,2007-08-06,TripStartDate: nuestra fecha=2007-08-06 vs COLT=2007-08-05 (dif. 1d) | TripEndDate: nuestra fecha=2007-08-06 vs COLT=2007-08-07 (dif. 1d)
1780-BRA-NIC-39301,757,Luiz Inácio Lula da Silva,Nicaragua,2007-08-08,TripStartDate: nuestra fecha=2007-08-08 vs COLT=2007-08-07 (dif. 1d)
1780-BRA-PAN-39303,759,Luiz Inácio Lula da Silva,Panama,2007-08-10,TripStartDate: nuestra fecha=2007-08-10 vs COLT=2007-08-09 (dif. 1d)
1780-BRA-BOL-39432,760,Luiz Inácio Lula da Silva,Bolivia,2007-12-17,TripStartDate: nuestra fecha=2007-12-17 vs COLT=2007-12-16 (dif. 1d)
1780-BRA-URY-39433,761,Luiz Inácio Lula da Silva,Uruguay,2007-12-18,TripStartDate: nuestra fecha=2007-12-18 vs COLT=2007-12-17 (dif. 1d)
1780-BRA-PRY-40018,762,Luiz Inácio Lula da Silva,Paraguay,2009-07-24,TripEndDate: nuestra fecha=2009-07-24 vs COLT=2009-07-25 (dif. 1d)
1780-BRA-ECU-40034,763,Luiz Inácio Lula da Silva,Ecuador,2009-08-10,TripStartDate: nuestra fecha=2009-08-10 vs COLT=2009-08-09 (dif. 1d)
1780-BRA-ARG-40052,765,Luiz Inácio Lula da Silva,Argentina,2009-08-28,TripStartDate: nuestra fecha=2009-08-28 vs COLT=2009-08-27 (dif. 1d)
1780-BRA-CUB-39461,768,Luiz Inácio Lula da Silva,Cuba,2008-01-15,TripStartDate: nuestra fecha=2008-01-15 vs COLT=2008-01-14 (dif. 1d)
1780-BRA-COL-40396,773,Luiz Inácio Lula da Silva,Colombia,2010-08-07,TripStartDate: nuestra fecha=2010-08-07 vs COLT=2010-08-06 (dif. 1d)
1780-BRA-NLD-39547,774,Luiz Inácio Lula da Silva,Netherlands,2008-04-10,TripStartDate: nuestra fecha=2008-04-10 vs COLT=2008-04-09 (dif. 1d)
1780-BRA-GHA-39557,776,Luiz Inácio Lula da Silva,Ghana,2008-04-20,TripStartDate: nuestra fecha=2008-04-20 vs COLT=2008-04-19 (dif. 1d)
1780-BRA-ITA-39761,777,Luiz Inácio Lula da Silva,Italy,2008-11-10,TripStartDate: nuestra fecha=2008-11-10 vs COLT=2008-11-09 (dif. 1d)
1780-BRA-KAZ-39980,778,Luiz Inácio Lula da Silva,Kazakhstan,2009-06-17,TripStartDate: nuestra fecha=2009-06-17 vs COLT=2009-06-16 (dif. 1d)
1780-BRA-SLV-39964,779,Luiz Inácio Lula da Silva,El Salvador,2009-06-01,TripStartDate: nuestra fecha=2009-06-01 vs COLT=2009-05-31 (dif. 1d)
1780-BRA-PRT-40146,780,Luiz Inácio Lula da Silva,Portugal,2009-11-29,TripEndDate: nuestra fecha=2009-12-01 vs COLT=2009-11-30 (dif. 1d)
2652-BRA-VEN-41340,781,Dilma Rousseff,Venezuela,2013-03-08,TripStartDate: nuestra fecha=2013-03-08 vs COLT=2013-03-07 (dif. 1d) | TripEndDate: nuestra fecha=2013-03-08 vs COLT=2013-03-07 (dif. 1d)
2652-BRA-CHL-41709,782,Dilma Rousseff,Chile,2014-03-10,TripStartDate: nuestra fecha=2014-03-10 vs COLT=2014-03-11 (dif. 1d)
1780-BRA-PRT-37811,787,Luiz Inácio Lula da Silva,Portugal,2003-07-10,TripStartDate: nuestra fecha=2003-07-10 vs COLT=2003-07-09 (dif. 1d) | TripEndDate: nuestra fecha=2003-07-12 vs COLT=2003-07-10 (dif. 2d)
1780-BRA-GBR-37813,788,Luiz Inácio Lula da Silva,United Kingdom,2003-07-13,TripStartDate: nuestra fecha=2003-07-13 vs COLT=2003-07-11 (dif. 2d)
1780-BRA-ESP-37817,789,Luiz Inácio Lula da Silva,Spain,2003-07-14,TripStartDate: nuestra fecha=2003-07-14 vs COLT=2003-07-15 (dif. 1d)
1780-BRA-VEN-37858,792,Luiz Inácio Lula da Silva,Venezuela,2003-08-26,TripStartDate: nuestra fecha=2003-08-26 vs COLT=2003-08-25 (dif. 1d)
1780-BRA-MEX-37886,793,Luiz Inácio Lula da Silva,Mexico,2003-09-25,TripStartDate: nuestra fecha=2003-09-25 vs COLT=2003-09-22 (dif. 3d) | TripEndDate: nuestra fecha=2003-09-26 vs COLT=2003-09-23 (dif. 3d)
1780-BRA-ARG-37909,794,Luiz Inácio Lula da Silva,Argentina,2003-10-16,TripStartDate: nuestra fecha=2003-10-16 vs COLT=2003-10-15 (dif. 1d) | TripEndDate: nuestra fecha=2003-10-17 vs COLT=2003-10-18 (dif. 1d)
1780-BRA-ESP-37918,795,Luiz Inácio Lula da Silva,Spain,2003-10-23,TripStartDate: nuestra fecha=2003-10-23 vs COLT=2003-10-24 (dif. 1d)
1780-BRA-UKR-38129,796,Luiz Inácio Lula da Silva,Ukraine,2004-05-21,TripStartDate: nuestra fecha=2004-05-21 vs COLT=2004-05-22 (dif. 1d) | TripEndDate: nuestra fecha=2004-05-21 vs COLT=2004-05-22 (dif. 1d)
1780-BRA-BOL-38176,798,Luiz Inácio Lula da Silva,Bolivia,2004-07-09,TripStartDate: nuestra fecha=2004-07-09 vs COLT=2004-07-08 (dif. 1d) | TripEndDate: nuestra fecha=2004-07-09 vs COLT=2004-07-08 (dif. 1d)
1780-BRA-DOM-38214,800,Luiz Inácio Lula da Silva,Dominican Republic,2004-08-16,TripStartDate: nuestra fecha=2004-08-16 vs COLT=2004-08-15 (dif. 1d) | TripEndDate: nuestra fecha=2004-08-17 vs COLT=2004-08-18 (dif. 1d)
1780-BRA-CHL-38221,802,Luiz Inácio Lula da Silva,Chile,2004-08-23,TripStartDate: nuestra fecha=2004-08-23 vs COLT=2004-08-22 (dif. 1d)
1780-BRA-CHE-38379,805,Luiz Inácio Lula da Silva,Switzerland,2005-01-28,TripStartDate: nuestra fecha=2005-01-28 vs COLT=2005-01-27 (dif. 1d)
1780-BRA-CMR-38452,806,Luiz Inácio Lula da Silva,Cameroon,2005-04-10,TripEndDate: nuestra fecha=2005-04-10 vs COLT=2005-04-11 (dif. 1d)
1780-BRA-USA-38608,811,Luiz Inácio Lula da Silva,United States,2005-09-14,TripStartDate: nuestra fecha=2005-09-14 vs COLT=2005-09-13 (dif. 1d) | TripEndDate: nuestra fecha=2005-09-14 vs COLT=2005-09-15 (dif. 1d)
994-BRA-USA-37202,814,Fernando Henrique Cardoso,United States,2001-11-10,TripStartDate: nuestra fecha=2001-11-10 vs COLT=2001-11-07 (dif. 3d) | TripEndDate: nuestra fecha=2001-11-10 vs COLT=2001-11-11 (dif. 1d)
994-BRA-BOL-37069,818,Fernando Henrique Cardoso,Bolivia,2001-06-26,TripStartDate: nuestra fecha=2001-06-26 vs COLT=2001-06-27 (dif. 1d) | TripEndDate: nuestra fecha=2001-06-27 vs COLT=2001-06-28 (dif. 1d)
994-BRA-ARG-36705,819,Fernando Henrique Cardoso,Argentina,2000-06-29,TripStartDate: nuestra fecha=2000-06-29 vs COLT=2000-06-28 (dif. 1d)
994-BRA-URY-37245,820,Fernando Henrique Cardoso,Uruguay,2001-12-21,TripStartDate: nuestra fecha=2001-12-21 vs COLT=2001-12-20 (dif. 1d)
994-BRA-ARG-37304,821,Fernando Henrique Cardoso,Argentina,2002-02-18,TripStartDate: nuestra fecha=2002-02-18 vs COLT=2002-02-17 (dif. 1d)
1780-BRA-BEN-38757,824,Luiz Inácio Lula da Silva,Benin,2006-02-10,TripStartDate: nuestra fecha=2006-02-10 vs COLT=2006-02-09 (dif. 1d)
1780-BRA-ARG-45841,827,Luiz Inácio Lula da Silva,Argentina,2025-07-02,TripStartDate: nuestra fecha=2025-07-02 vs COLT=2025-07-03 (dif. 1d)
1516-CHL-CAN-37000,833,Ricardo Lagos,Canada,2001-04-20,TripStartDate: nuestra fecha=2001-04-20 vs COLT=2001-04-19 (dif. 1d)
1516-CHL-ESP-37046,834,Ricardo Lagos,Spain,2001-06-03,TripStartDate: nuestra fecha=2001-06-03 vs COLT=2001-06-04 (dif. 1d)
1516-CHL-PER-37100,836,Ricardo Lagos,Peru,2001-07-27,TripStartDate: nuestra fecha=2001-07-27 vs COLT=2001-07-28 (dif. 1d)
1516-CHL-ESP-37392,841,Ricardo Lagos,Spain,2002-05-16,TripEndDate: nuestra fecha=2002-05-17 vs COLT=2002-05-18 (dif. 1d)
1516-CHL-MEX-37555,842,Ricardo Lagos,Mexico,2002-10-26,TripEndDate: nuestra fecha=2002-10-27 vs COLT=2002-10-28 (dif. 1d)
1516-CHL-THA-37912,844,Ricardo Lagos,Thailand,2003-10-20,TripStartDate: nuestra fecha=2003-10-20 vs COLT=2003-10-18 (dif. 2d)
1516-CHL-MEX-37997,846,Ricardo Lagos,Mexico,2004-01-12,TripStartDate: nuestra fecha=2004-01-12 vs COLT=2004-01-11 (dif. 1d)
1516-CHL-URY-38411,850,Ricardo Lagos,Uruguay,2005-03-01,TripStartDate: nuestra fecha=2005-03-01 vs COLT=2005-02-28 (dif. 1d)
1516-CHL-ESP-38637,851,Ricardo Lagos,Spain,2005-10-14,TripStartDate: nuestra fecha=2005-10-14 vs COLT=2005-10-12 (dif. 2d)
1516-CHL-KOR-38674,853,Ricardo Lagos,South Korea,2005-11-18,TripEndDate: nuestra fecha=2005-11-19 vs COLT=2005-11-20 (dif. 1d)
2134-CHL-ARG-38797,855,Michelle Bachelet,Argentina,2006-03-21,TripEndDate: nuestra fecha=2006-03-21 vs COLT=2006-03-22 (dif. 1d)
2134-CHL-USA-38875,857,Michelle Bachelet,United States,2006-06-08,TripStartDate: nuestra fecha=2006-06-08 vs COLT=2006-06-07 (dif. 1d)
2134-CHL-PER-38925,858,Michelle Bachelet,Peru,2006-07-28,TripStartDate: nuestra fecha=2006-07-28 vs COLT=2006-07-27 (dif. 1d)
2134-CHL-VEN-39188,864,Michelle Bachelet,Venezuela,2007-04-16,TripEndDate: nuestra fecha=2007-04-17 vs COLT=2007-04-18 (dif. 1d)
2134-CHL-ESP-38846,865,Michelle Bachelet,Spain,2006-05-09,TripEndDate: nuestra fecha=2006-05-10 vs COLT=2006-05-11 (dif. 1d)
2134-CHL-FRA-39960,866,Michelle Bachelet,France,2009-05-29,TripStartDate: nuestra fecha=2009-05-29 vs COLT=2009-05-27 (dif. 2d) | TripEndDate: nuestra fecha=2009-05-29 vs COLT=2009-05-30 (dif. 1d)
2134-CHL-USA-39348,868,Michelle Bachelet,United States,2007-09-24,TripStartDate: nuestra fecha=2007-09-24 vs COLT=2007-09-23 (dif. 1d)
2134-CHL-PRY-39674,871,Michelle Bachelet,Paraguay,2008-08-15,TripStartDate: nuestra fecha=2008-08-15 vs COLT=2008-08-14 (dif. 1d)
2134-CHL-PER-39773,873,Michelle Bachelet,Peru,2008-11-22,TripStartDate: nuestra fecha=2008-11-22 vs COLT=2008-11-21 (dif. 1d)
2134-CHL-CUB-39854,875,Michelle Bachelet,Cuba,2009-02-11,TripStartDate: nuestra fecha=2009-02-11 vs COLT=2009-02-10 (dif. 1d)
2134-CHL-USA-39987,877,Michelle Bachelet,United States,2009-06-23,TripEndDate: nuestra fecha=2009-06-24 vs COLT=2009-06-23 (dif. 1d)
2134-CHL-SGP-40130,879,Michelle Bachelet,Singapore,2009-11-14,TripStartDate: nuestra fecha=2009-11-14 vs COLT=2009-11-13 (dif. 1d)
2134-CHL-PRT-40145,880,Michelle Bachelet,Portugal,2009-11-30,TripStartDate: nuestra fecha=2009-11-30 vs COLT=2009-11-28 (dif. 2d) | TripEndDate: nuestra fecha=2009-12-01 vs COLT=2009-12-02 (dif. 1d)
2134-CHL-MEX-40230,881,Michelle Bachelet,Mexico,2010-02-22,TripStartDate: nuestra fecha=2010-02-22 vs COLT=2010-02-21 (dif. 1d)
2556-CHL-BRA-40276,884,Sebastián Piñera,Brazil,2010-04-08,TripEndDate: nuestra fecha=2010-04-08 vs COLT=2010-04-09 (dif. 1d)
2556-CHL-USA-40280,885,Sebastián Piñera,United States,2010-04-11,TripStartDate: nuestra fecha=2010-04-11 vs COLT=2010-04-12 (dif. 1d)
2556-CHL-ESP-40312,886,Sebastián Piñera,Spain,2010-05-18,TripStartDate: nuestra fecha=2010-05-18 vs COLT=2010-05-14 (dif. 4d) | TripEndDate: nuestra fecha=2010-05-19 vs COLT=2010-05-18 (dif. 1d)
2556-CHL-USA-40443,887,Sebastián Piñera,United States,2010-09-20,TripStartDate: nuestra fecha=2010-09-20 vs COLT=2010-09-22 (dif. 2d) | TripEndDate: nuestra fecha=2010-09-23 vs COLT=2010-09-25 (dif. 2d)
2556-CHL-GBR-40467,888,Sebastián Piñera,United Kingdom,2010-10-17,TripStartDate: nuestra fecha=2010-10-17 vs COLT=2010-10-16 (dif. 1d) | TripEndDate: nuestra fecha=2010-10-18 vs COLT=2010-10-19 (dif. 1d)
2556-CHL-FRA-40470,889,Sebastián Piñera,France,2010-10-19,TripEndDate: nuestra fecha=2010-10-20 vs COLT=2010-10-21 (dif. 1d)
2556-CHL-DEU-40472,890,Sebastián Piñera,Germany,2010-10-21,TripEndDate: nuestra fecha=2010-10-22 vs COLT=2010-10-23 (dif. 1d)
2556-CHL-JPN-40494,891,Sebastián Piñera,Japan,2010-11-13,TripStartDate: nuestra fecha=2010-11-13 vs COLT=2010-11-12 (dif. 1d) | TripEndDate: nuestra fecha=2010-11-14 vs COLT=2010-11-15 (dif. 1d)
2556-CHL-RUS-41158,900,Sebastián Piñera,Russia,2012-09-08,TripStartDate: nuestra fecha=2012-09-08 vs COLT=2012-09-06 (dif. 2d) | TripEndDate: nuestra fecha=2012-09-09 vs COLT=2012-09-10 (dif. 1d)
2556-CHL-ESP-41229,901,Sebastián Piñera,Spain,2012-11-16,TripEndDate: nuestra fecha=2012-11-17 vs COLT=2012-11-18 (dif. 1d)
2556-CHL-VEN-41340,902,Sebastián Piñera,Venezuela,2013-03-08,TripStartDate: nuestra fecha=2013-03-08 vs COLT=2013-03-07 (dif. 1d)
2556-CHL-COL-41417,903,Sebastián Piñera,Colombia,2013-05-23,TripEndDate: nuestra fecha=2013-05-23 vs COLT=2013-05-24 (dif. 1d)
2556-CHL-USA-41425,904,Sebastián Piñera,United States,2013-06-04,TripStartDate: nuestra fecha=2013-06-04 vs COLT=2013-05-31 (dif. 4d)
2134-CHL-BRA-41802,908,Michelle Bachelet,Brazil,2014-06-12,TripEndDate: nuestra fecha=2014-06-12 vs COLT=2014-06-13 (dif. 1d)
2134-CHL-USA-41901,910,Michelle Bachelet,United States,2014-09-24,TripStartDate: nuestra fecha=2014-09-24 vs COLT=2014-09-19 (dif. 5d) | TripEndDate: nuestra fecha=2014-09-25 vs COLT=2014-09-24 (dif. 1d)
2134-CHL-ITA-42159,915,Michelle Bachelet,Italy,2015-06-05,TripStartDate: nuestra fecha=2015-06-05 vs COLT=2015-06-04 (dif. 1d) | TripEndDate: nuestra fecha=2015-06-06 vs COLT=2015-06-05 (dif. 1d)
2134-CHL-BEL-42164,916,Michelle Bachelet,Belgium,2015-06-10,TripStartDate: nuestra fecha=2015-06-10 vs COLT=2015-06-09 (dif. 1d)
2134-CHL-USA-42274,918,Michelle Bachelet,United States,2015-09-26,TripStartDate: nuestra fecha=2015-09-26 vs COLT=2015-09-27 (dif. 1d) | TripEndDate: nuestra fecha=2015-09-28 vs COLT=2015-09-30 (dif. 2d)
2134-CHL-PHL-42323,919,Michelle Bachelet,Philippines,2015-11-18,TripStartDate: nuestra fecha=2015-11-18 vs COLT=2015-11-15 (dif. 3d)
2134-CHL-IDN-42867,923,Michelle Bachelet,Indonesia,2017-05-12,TripEndDate: nuestra fecha=2017-05-12 vs COLT=2017-05-14 (dif. 2d)
2134-CHL-USA-42633,924,Michelle Bachelet,United States,2016-09-20,TripEndDate: nuestra fecha=2016-09-21 vs COLT=2016-09-23 (dif. 2d)
2134-CHL-PER-42692,926,Michelle Bachelet,Peru,2016-11-19,TripStartDate: nuestra fecha=2016-11-19 vs COLT=2016-11-18 (dif. 1d)
2134-CHL-CHN-42869,928,Michelle Bachelet,China,2017-05-13,TripStartDate: nuestra fecha=2017-05-13 vs COLT=2017-05-14 (dif. 1d)
2134-CHL-USA-42997,930,Michelle Bachelet,United States,2017-09-18,TripStartDate: nuestra fecha=2017-09-18 vs COLT=2017-09-19 (dif. 1d) | TripEndDate: nuestra fecha=2017-09-20 vs COLT=2017-09-23 (dif. 3d)
2134-CHL-VNM-43048,931,Michelle Bachelet,Vietnam,2017-11-10,TripStartDate: nuestra fecha=2017-11-10 vs COLT=2017-11-09 (dif. 1d)
2556-CHL-PER-43205,934,Sebastián Piñera,Peru,2018-04-13,TripStartDate: nuestra fecha=2018-04-13 vs COLT=2018-04-15 (dif. 2d) | TripEndDate: nuestra fecha=2018-04-14 vs COLT=2018-04-16 (dif. 2d)
2556-CHL-ARG-43216,935,Sebastián Piñera,Argentina,2018-04-25,TripStartDate: nuestra fecha=2018-04-25 vs COLT=2018-04-26 (dif. 1d)
